,car,street,side,entry_pos,entry_time,num_cars_current_street,exit_time,num_cars_next_street,next_road,next_road_light
3488,089,ronald,right,1,2020-11-22 15:39:32.412303,0,2020-11-22 15:39:32.584282,303.0,moi av,
3489,cuw,ronald,right,2,2020-11-22 15:39:32.443281,0,2020-11-22 15:39:32.584282,304.0,moi av,
3490,vdp,tom mb,left,85,2020-11-22 15:39:22.756653,127,2020-11-22 15:39:32.785760,128.0,tom mb,
3491,xzw,tom mb,left,86,2020-11-22 15:39:22.911276,128,2020-11-22 15:39:32.785760,129.0,tom mb,
3492,9fw,tom mb,left,87,2020-11-22 15:39:23.052192,129,2020-11-22 15:39:32.785760,,,
3493,743,tom mb,left,88,2020-11-22 15:39:23.067300,129,2020-11-22 15:39:32.785760,,,
3494,95k,tom mb,left,89,2020-11-22 15:39:23.129602,129,2020-11-22 15:39:32.785760,130.0,tom mb,
3495,an0,tom mb,left,90,2020-11-22 15:39:23.586277,130,2020-11-22 15:39:32.785760,,,
3496,gml,ronald,left,37,2020-11-22 15:39:29.133051,40,2020-11-22 15:39:32.785760,341.0,uni way,
3497,3nl,ronald,left,38,2020-11-22 15:39:29.258089,40,2020-11-22 15:39:32.785760,342.0,uni way,
3498,qx3,ronald,left,39,2020-11-22 15:39:29.397613,40,2020-11-22 15:39:32.785760,343.0,uni way,
3499,9hj,ronald,left,40,2020-11-22 15:39:29.511295,40,2020-11-22 15:39:32.786745,,,
3500,8x3,ronald,left,41,2020-11-22 15:39:29.600610,40,2020-11-22 15:39:32.786745,,,
3501,3wq,ronald,left,42,2020-11-22 15:39:29.708261,40,2020-11-22 15:39:32.786745,344.0,uni way,
3502,d5n,ronald,right,1,2020-11-22 15:39:32.753739,0,2020-11-22 15:39:32.786745,,,
3503,drp,moi av,right,163,2020-11-22 15:39:15.409085,301,2020-11-22 15:39:32.988536,,,
3504,5bb,moi av,right,164,2020-11-22 15:39:15.455886,301,2020-11-22 15:39:32.988536,112.0,tom mb,
3505,dwv,moi av,right,165,2020-11-22 15:39:15.535938,301,2020-11-22 15:39:32.988536,,,
3506,xmy,moi av,right,166,2020-11-22 15:39:15.584940,301,2020-11-22 15:39:32.988536,,,
3507,9g8,moi av,right,167,2020-11-22 15:39:15.679396,301,2020-11-22 15:39:32.988536,,,
3508,7xx,moi av,right,168,2020-11-22 15:39:15.710524,301,2020-11-22 15:39:32.988536,,,
3509,82c,tom mb,left,91,2020-11-22 15:39:23.602029,126,2020-11-22 15:39:32.988536,,,
3510,xxl,tom mb,left,92,2020-11-22 15:39:23.681187,126,2020-11-22 15:39:32.988536,127.0,tom mb,
3511,mg7,tom mb,left,93,2020-11-22 15:39:23.741385,127,2020-11-22 15:39:32.988536,128.0,tom mb,
3512,cqv,tom mb,left,94,2020-11-22 15:39:23.882240,128,2020-11-22 15:39:32.988536,129.0,tom mb,
3513,shq,tom mb,left,95,2020-11-22 15:39:24.336644,129,2020-11-22 15:39:32.989537,,,
3514,8mu,tom mb,left,96,2020-11-22 15:39:24.509338,129,2020-11-22 15:39:32.989537,,,
3515,zsn,ronald,left,43,2020-11-22 15:39:29.785464,34,2020-11-22 15:39:32.989537,,,
3516,cc0,ronald,left,44,2020-11-22 15:39:29.941643,34,2020-11-22 15:39:32.989537,,,
3517,yuv,ronald,left,45,2020-11-22 15:39:30.035416,34,2020-11-22 15:39:32.989537,347.0,uni way,
3518,dwq,ronald,left,46,2020-11-22 15:39:30.050390,34,2020-11-22 15:39:32.989537,348.0,uni way,
3519,rnj,ronald,left,47,2020-11-22 15:39:30.051405,34,2020-11-22 15:39:32.989537,349.0,uni way,
3520,bab,ronald,left,48,2020-11-22 15:39:30.051405,34,2020-11-22 15:39:32.989537,350.0,uni way,
3521,e2h,ronald,right,1,2020-11-22 15:39:32.941264,0,2020-11-22 15:39:32.989537,302.0,moi av,
3522,lmh,moi av,right,169,2020-11-22 15:39:15.741124,296,2020-11-22 15:39:33.192120,114.0,tom mb,
3523,5j9,moi av,right,170,2020-11-22 15:39:15.756499,296,2020-11-22 15:39:33.192120,115.0,tom mb,
3524,eha,moi av,right,171,2020-11-22 15:39:15.789720,296,2020-11-22 15:39:33.192120,,,
3525,tc4,moi av,right,172,2020-11-22 15:39:15.789720,296,2020-11-22 15:39:33.192120,116.0,tom mb,
3526,tss,moi av,right,173,2020-11-22 15:39:15.790717,296,2020-11-22 15:39:33.192120,117.0,tom mb,
3527,kvk,moi av,right,174,2020-11-22 15:39:15.790717,296,2020-11-22 15:39:33.192120,118.0,tom mb,
3528,w9f,ronald,left,49,2020-11-22 15:39:30.051405,30,2020-11-22 15:39:33.192120,355.0,uni way,
3529,a9y,ronald,left,50,2020-11-22 15:39:30.266561,30,2020-11-22 15:39:33.192120,356.0,uni way,
3530,x32,ronald,left,51,2020-11-22 15:39:30.272576,30,2020-11-22 15:39:33.192120,357.0,uni way,
3531,v0d,ronald,left,52,2020-11-22 15:39:30.272576,30,2020-11-22 15:39:33.192120,,,
3532,jm8,ronald,left,53,2020-11-22 15:39:30.272576,30,2020-11-22 15:39:33.192120,,,
3533,8mh,ronald,left,54,2020-11-22 15:39:30.272576,30,2020-11-22 15:39:33.192120,,,
3534,qg0,ronald,right,1,2020-11-22 15:39:33.018605,0,2020-11-22 15:39:33.192120,,,
3535,lln,ronald,right,2,2020-11-22 15:39:33.096611,0,2020-11-22 15:39:33.192120,297.0,moi av,
3536,8lm,moi av,right,175,2020-11-22 15:39:16.006597,295,2020-11-22 15:39:33.395651,121.0,tom mb,
3537,v7g,moi av,right,176,2020-11-22 15:39:16.006597,295,2020-11-22 15:39:33.395651,122.0,tom mb,
3538,zs5,moi av,right,177,2020-11-22 15:39:16.006597,295,2020-11-22 15:39:33.395651,123.0,tom mb,
3539,lap,moi av,right,178,2020-11-22 15:39:16.006597,295,2020-11-22 15:39:33.395651,124.0,tom mb,
3540,2b9,moi av,right,179,2020-11-22 15:39:16.006597,295,2020-11-22 15:39:33.395651,,,
3541,vuw,moi av,right,180,2020-11-22 15:39:16.178862,295,2020-11-22 15:39:33.395651,125.0,tom mb,
3542,pwn,ronald,left,55,2020-11-22 15:39:30.375007,25,2020-11-22 15:39:33.395651,358.0,uni way,
3543,a5g,ronald,left,56,2020-11-22 15:39:30.421479,25,2020-11-22 15:39:33.395651,359.0,uni way,
3544,fp9,ronald,left,57,2020-11-22 15:39:30.485940,25,2020-11-22 15:39:33.395651,360.0,uni way,
3545,v0w,ronald,left,58,2020-11-22 15:39:30.485940,25,2020-11-22 15:39:33.395651,,,
3546,yxv,ronald,left,59,2020-11-22 15:39:30.485940,25,2020-11-22 15:39:33.395651,361.0,uni way,
3547,jv5,ronald,left,60,2020-11-22 15:39:30.485940,25,2020-11-22 15:39:33.395651,362.0,uni way,
3548,r92,ronald,right,1,2020-11-22 15:39:33.347471,0,2020-11-22 15:39:33.396339,296.0,moi av,
3549,yr9,ronald,right,2,2020-11-22 15:39:33.379354,0,2020-11-22 15:39:33.396339,297.0,moi av,
3550,w94,moi av,right,181,2020-11-22 15:39:16.211581,293,2020-11-22 15:39:33.611474,,,
3551,hle,moi av,right,182,2020-11-22 15:39:16.212581,293,2020-11-22 15:39:33.611474,127.0,tom mb,
3552,j28,moi av,right,183,2020-11-22 15:39:16.212581,293,2020-11-22 15:39:33.611474,128.0,tom mb,
3553,w4t,moi av,right,184,2020-11-22 15:39:16.381786,293,2020-11-22 15:39:33.611474,,,
3554,7ha,moi av,right,185,2020-11-22 15:39:16.413922,293,2020-11-22 15:39:33.611474,129.0,tom mb,
3555,05j,moi av,right,186,2020-11-22 15:39:16.413922,293,2020-11-22 15:39:33.611474,,,
3556,az5,moi av,right,187,2020-11-22 15:39:16.413922,289,2020-11-22 15:39:33.827865,,,
3557,4jf,moi av,right,188,2020-11-22 15:39:16.413922,289,2020-11-22 15:39:33.827865,,,
3558,uvw,moi av,right,189,2020-11-22 15:39:16.414921,289,2020-11-22 15:39:33.827865,132.0,tom mb,
3559,uqm,moi av,right,190,2020-11-22 15:39:16.520976,289,2020-11-22 15:39:33.827865,133.0,tom mb,
3560,tc3,moi av,right,191,2020-11-22 15:39:16.568038,289,2020-11-22 15:39:33.827865,,,
3561,hrb,moi av,right,192,2020-11-22 15:39:16.613488,289,2020-11-22 15:39:33.827865,134.0,tom mb,
3562,zx8,moi av,right,193,2020-11-22 15:39:16.630483,284,2020-11-22 15:39:34.029950,135.0,tom mb,
3563,sv5,moi av,right,194,2020-11-22 15:39:16.630483,284,2020-11-22 15:39:34.029950,136.0,tom mb,
3564,r55,moi av,right,195,2020-11-22 15:39:16.630483,284,2020-11-22 15:39:34.029950,137.0,tom mb,
3565,3yd,moi av,right,196,2020-11-22 15:39:16.630483,284,2020-11-22 15:39:34.029950,138.0,tom mb,
3566,f3v,moi av,right,197,2020-11-22 15:39:16.770927,284,2020-11-22 15:39:34.029950,,,
3567,w5f,moi av,right,198,2020-11-22 15:39:16.834755,284,2020-11-22 15:39:34.029950,139.0,tom mb,
3568,ekc,tom mb,right,97,2020-11-22 15:39:24.178738,133,2020-11-22 15:39:34.030628,105.0,uni way,
3569,xp5,tom mb,right,98,2020-11-22 15:39:24.493080,133,2020-11-22 15:39:34.030628,106.0,uni way,
3570,v0g,tom mb,right,99,2020-11-22 15:39:24.649954,133,2020-11-22 15:39:34.030628,107.0,uni way,
3571,dr8,tom mb,right,100,2020-11-22 15:39:24.726317,133,2020-11-22 15:39:34.030628,,,
3572,h0s,tom mb,right,101,2020-11-22 15:39:25.004882,133,2020-11-22 15:39:34.030628,108.0,uni way,
3573,fga,tom mb,right,102,2020-11-22 15:39:25.036718,133,2020-11-22 15:39:34.030628,,,
3574,bb9,moi av,right,199,2020-11-22 15:39:16.834755,280,2020-11-22 15:39:34.232467,134.0,tom mb,
3575,dj5,moi av,right,200,2020-11-22 15:39:16.928555,280,2020-11-22 15:39:34.233468,135.0,tom mb,
3576,2y3,moi av,right,201,2020-11-22 15:39:17.038996,280,2020-11-22 15:39:34.233468,136.0,tom mb,
3577,rt0,moi av,right,202,2020-11-22 15:39:17.038996,280,2020-11-22 15:39:34.233468,137.0,tom mb,
3578,jnx,moi av,right,203,2020-11-22 15:39:17.241803,280,2020-11-22 15:39:34.233468,138.0,tom mb,
3579,hn2,moi av,right,204,2020-11-22 15:39:17.241803,280,2020-11-22 15:39:34.233468,,,
3580,hpk,tom mb,right,103,2020-11-22 15:39:25.272483,132,2020-11-22 15:39:34.233468,111.0,uni way,
3581,40z,tom mb,right,104,2020-11-22 15:39:25.303453,132,2020-11-22 15:39:34.233468,112.0,uni way,
3582,md4,tom mb,right,105,2020-11-22 15:39:25.350372,132,2020-11-22 15:39:34.233468,113.0,uni way,
3583,lps,tom mb,right,106,2020-11-22 15:39:25.584513,132,2020-11-22 15:39:34.233468,114.0,uni way,
3584,kvh,tom mb,right,107,2020-11-22 15:39:25.585477,132,2020-11-22 15:39:34.233468,115.0,uni way,
3585,w4n,tom mb,right,108,2020-11-22 15:39:25.585477,132,2020-11-22 15:39:34.233468,116.0,uni way,
3586,89c,tom mb,right,109,2020-11-22 15:39:25.585477,128,2020-11-22 15:39:34.440100,118.0,uni way,
3587,b7d,tom mb,right,110,2020-11-22 15:39:25.585477,128,2020-11-22 15:39:34.440100,,,
3588,8cr,tom mb,right,111,2020-11-22 15:39:25.585477,128,2020-11-22 15:39:34.440100,,,
3589,dxt,tom mb,right,112,2020-11-22 15:39:25.648557,128,2020-11-22 15:39:34.440100,119.0,uni way,
3590,pdd,tom mb,right,113,2020-11-22 15:39:25.680280,128,2020-11-22 15:39:34.440100,120.0,uni way,
3591,myw,tom mb,right,114,2020-11-22 15:39:25.711515,128,2020-11-22 15:39:34.440100,121.0,uni way,
3592,548,moi av,left,1,2020-11-22 15:39:32.162515,8,2020-11-22 15:39:34.644045,,,
3593,l02,moi av,left,2,2020-11-22 15:39:32.209252,8,2020-11-22 15:39:34.644045,29.0,ronald,
3594,2xw,moi av,left,3,2020-11-22 15:39:32.239863,8,2020-11-22 15:39:34.644045,30.0,ronald,
3595,8fr,moi av,left,4,2020-11-22 15:39:32.334016,8,2020-11-22 15:39:34.644045,,,
3596,r4w,moi av,left,5,2020-11-22 15:39:32.381145,8,2020-11-22 15:39:34.644045,31.0,ronald,
3597,ee9,moi av,left,6,2020-11-22 15:39:32.489723,8,2020-11-22 15:39:34.644045,,,
3598,exe,tom mb,right,115,2020-11-22 15:39:25.726252,122,2020-11-22 15:39:34.644045,125.0,uni way,
3599,x29,tom mb,right,116,2020-11-22 15:39:25.791479,122,2020-11-22 15:39:34.644045,126.0,uni way,
3600,55h,tom mb,right,117,2020-11-22 15:39:25.791479,122,2020-11-22 15:39:34.644045,127.0,uni way,
3601,th4,tom mb,right,118,2020-11-22 15:39:25.791479,122,2020-11-22 15:39:34.644045,128.0,uni way,
3602,jlz,tom mb,right,119,2020-11-22 15:39:25.836439,122,2020-11-22 15:39:34.644045,129.0,uni way,
3603,79r,tom mb,right,120,2020-11-22 15:39:25.851706,122,2020-11-22 15:39:34.644045,,,
3604,3cf,moi av,left,7,2020-11-22 15:39:32.617328,2,2020-11-22 15:39:34.848621,32.0,ronald,
3605,rb4,moi av,left,8,2020-11-22 15:39:32.785760,2,2020-11-22 15:39:34.848621,,,
3606,q8m,moi av,left,9,2020-11-22 15:39:32.832469,2,2020-11-22 15:39:34.848621,33.0,ronald,
3607,ava,moi av,left,10,2020-11-22 15:39:32.956450,2,2020-11-22 15:39:34.848621,34.0,ronald,
3608,kbf,moi av,left,11,2020-11-22 15:39:32.987523,2,2020-11-22 15:39:34.848621,35.0,ronald,
3609,x3n,moi av,left,12,2020-11-22 15:39:33.112157,2,2020-11-22 15:39:34.848621,36.0,ronald,
3610,jdj,tom mb,right,121,2020-11-22 15:39:25.989904,118,2020-11-22 15:39:34.848621,131.0,uni way,
3611,xn3,tom mb,right,122,2020-11-22 15:39:26.006376,118,2020-11-22 15:39:34.848621,132.0,uni way,
3612,efc,tom mb,right,123,2020-11-22 15:39:26.223103,118,2020-11-22 15:39:34.848621,,,
3613,n5f,tom mb,right,124,2020-11-22 15:39:26.223103,118,2020-11-22 15:39:34.848621,133.0,uni way,
3614,wkt,tom mb,right,125,2020-11-22 15:39:26.223103,118,2020-11-22 15:39:34.849620,,,
3615,88q,tom mb,right,120,2020-11-22 15:39:26.299138,118,2020-11-22 15:39:34.849620,,,
3616,nja,uni way,right,85,2020-11-22 15:39:26.224116,128,2020-11-22 15:39:35.053469,,,
3617,aw2,uni way,right,86,2020-11-22 15:39:26.441472,128,2020-11-22 15:39:35.053469,,,
3618,z5b,uni way,right,87,2020-11-22 15:39:26.441472,128,2020-11-22 15:39:35.053469,282.0,moi av,
3619,87y,uni way,right,88,2020-11-22 15:39:26.441472,128,2020-11-22 15:39:35.053469,,,
3620,g5r,uni way,right,89,2020-11-22 15:39:26.488470,128,2020-11-22 15:39:35.053469,283.0,moi av,
3621,pyp,uni way,right,90,2020-11-22 15:39:26.520190,128,2020-11-22 15:39:35.053469,,,
3622,bbw,moi av,left,13,2020-11-22 15:39:33.221791,0,2020-11-22 15:39:35.053469,,,
3623,550,moi av,left,14,2020-11-22 15:39:33.253624,0,2020-11-22 15:39:35.053469,38.0,ronald,
3624,vv2,tom mb,right,121,2020-11-22 15:39:26.386470,113,2020-11-22 15:39:35.053469,,,
3625,dvb,tom mb,right,122,2020-11-22 15:39:26.406484,113,2020-11-22 15:39:35.053469,,,
3626,t7j,tom mb,right,123,2020-11-22 15:39:26.441472,113,2020-11-22 15:39:35.053469,,,
3627,tqs,tom mb,right,124,2020-11-22 15:39:26.441472,113,2020-11-22 15:39:35.053469,129.0,uni way,
3628,qvk,tom mb,right,125,2020-11-22 15:39:26.441472,113,2020-11-22 15:39:35.053469,,,
3629,gha,tom mb,right,126,2020-11-22 15:39:26.441472,113,2020-11-22 15:39:35.053469,130.0,uni way,
3630,jh7,uni way,left,193,2020-11-22 15:39:16.257295,359,2020-11-22 15:39:35.258466,,,
3631,8vl,uni way,left,194,2020-11-22 15:39:16.397029,359,2020-11-22 15:39:35.258466,,,
3632,ghv,uni way,left,195,2020-11-22 15:39:16.414921,359,2020-11-22 15:39:35.258466,,,
3633,7d9,uni way,left,196,2020-11-22 15:39:16.414921,359,2020-11-22 15:39:35.258466,,,
3634,ejd,uni way,left,197,2020-11-22 15:39:16.505779,359,2020-11-22 15:39:35.258466,,,
3635,fh5,uni way,left,198,2020-11-22 15:39:16.582620,359,2020-11-22 15:39:35.258466,360.0,uni way,
3636,8xl,uni way,right,91,2020-11-22 15:39:26.650288,126,2020-11-22 15:39:35.258466,,,
3637,avm,uni way,right,92,2020-11-22 15:39:26.866702,126,2020-11-22 15:39:35.258466,,,
3638,elr,uni way,right,93,2020-11-22 15:39:26.866702,126,2020-11-22 15:39:35.258466,,,
3639,zcl,uni way,right,94,2020-11-22 15:39:26.866702,126,2020-11-22 15:39:35.258466,,,
3640,tqn,uni way,right,95,2020-11-22 15:39:26.960967,126,2020-11-22 15:39:35.258466,,,
3641,sgp,uni way,right,96,2020-11-22 15:39:27.007825,126,2020-11-22 15:39:35.258466,284.0,moi av,
3642,9bg,tom mb,right,127,2020-11-22 15:39:26.441472,108,2020-11-22 15:39:35.258466,127.0,uni way,
3643,jju,tom mb,right,122,2020-11-22 15:39:26.650288,108,2020-11-22 15:39:35.258466,128.0,uni way,
3644,53j,tom mb,right,123,2020-11-22 15:39:26.650288,108,2020-11-22 15:39:35.258466,129.0,uni way,
3645,tbu,tom mb,right,124,2020-11-22 15:39:26.650288,108,2020-11-22 15:39:35.258466,130.0,uni way,
3646,zra,tom mb,right,125,2020-11-22 15:39:26.650288,108,2020-11-22 15:39:35.258466,131.0,uni way,
3647,yxp,tom mb,right,120,2020-11-22 15:39:26.766315,108,2020-11-22 15:39:35.258466,132.0,uni way,
3648,ukf,uni way,left,199,2020-11-22 15:39:16.597936,355,2020-11-22 15:39:35.464468,356.0,uni way,
3649,9pa,uni way,left,200,2020-11-22 15:39:16.631512,356,2020-11-22 15:39:35.464468,,,
3650,0wg,uni way,left,201,2020-11-22 15:39:16.724621,356,2020-11-22 15:39:35.464468,357.0,uni way,
3651,h2s,uni way,left,202,2020-11-22 15:39:16.802107,357,2020-11-22 15:39:35.464468,,,
3652,nnq,uni way,left,203,2020-11-22 15:39:16.817769,357,2020-11-22 15:39:35.464468,358.0,uni way,
3653,ern,uni way,left,204,2020-11-22 15:39:16.834755,358,2020-11-22 15:39:35.464468,,,
3654,9u3,uni way,right,97,2020-11-22 15:39:27.038760,126,2020-11-22 15:39:35.464468,,,
3655,2q7,uni way,right,98,2020-11-22 15:39:27.101705,126,2020-11-22 15:39:35.464468,,,
3656,f8a,uni way,right,99,2020-11-22 15:39:27.132776,126,2020-11-22 15:39:35.464468,,,
3657,e7f,uni way,right,100,2020-11-22 15:39:27.274967,126,2020-11-22 15:39:35.464468,,,
3658,m3t,uni way,right,101,2020-11-22 15:39:27.274967,126,2020-11-22 15:39:35.464468,287.0,moi av,
3659,rry,uni way,right,102,2020-11-22 15:39:27.274967,126,2020-11-22 15:39:35.465467,288.0,moi av,
3660,x9r,moi av,left,1,2020-11-22 15:39:35.416468,0,2020-11-22 15:39:35.465467,41.0,ronald,
3661,rsj,tom mb,left,97,2020-11-22 15:39:24.540469,132,2020-11-22 15:39:35.465467,,,
3662,han,tom mb,left,98,2020-11-22 15:39:24.571925,132,2020-11-22 15:39:35.465467,133.0,tom mb,
3663,q7y,tom mb,left,99,2020-11-22 15:39:24.603060,133,2020-11-22 15:39:35.465467,134.0,tom mb,
3664,0bk,tom mb,left,100,2020-11-22 15:39:24.711136,134,2020-11-22 15:39:35.465467,135.0,tom mb,
3665,v2r,tom mb,left,101,2020-11-22 15:39:24.757597,135,2020-11-22 15:39:35.465467,,,
3666,pka,tom mb,left,102,2020-11-22 15:39:24.773186,135,2020-11-22 15:39:35.465467,136.0,tom mb,
3667,y90,uni way,left,205,2020-11-22 15:39:16.834755,352,2020-11-22 15:39:35.671468,353.0,uni way,
3668,whe,uni way,left,206,2020-11-22 15:39:16.834755,353,2020-11-22 15:39:35.671468,354.0,uni way,
3669,8wj,uni way,left,207,2020-11-22 15:39:16.944556,354,2020-11-22 15:39:35.671468,355.0,uni way,
3670,w8k,uni way,left,208,2020-11-22 15:39:16.975276,355,2020-11-22 15:39:35.671468,356.0,uni way,
3671,kkd,uni way,left,209,2020-11-22 15:39:17.022690,356,2020-11-22 15:39:35.671468,357.0,uni way,
3672,0z2,uni way,left,210,2020-11-22 15:39:17.038996,357,2020-11-22 15:39:35.671468,358.0,uni way,
3673,hb3,uni way,right,103,2020-11-22 15:39:27.274967,120,2020-11-22 15:39:35.671468,289.0,moi av,
3674,0rp,uni way,right,104,2020-11-22 15:39:27.442963,120,2020-11-22 15:39:35.671468,,,
3675,jdp,uni way,right,105,2020-11-22 15:39:27.491815,120,2020-11-22 15:39:35.671468,290.0,moi av,
3676,q2s,uni way,right,106,2020-11-22 15:39:27.491815,120,2020-11-22 15:39:35.671468,,,
3677,v8d,uni way,right,107,2020-11-22 15:39:27.491815,120,2020-11-22 15:39:35.671468,,,
3678,z0z,uni way,right,108,2020-11-22 15:39:27.491815,120,2020-11-22 15:39:35.671468,,,
3679,wbk,tom mb,left,103,2020-11-22 15:39:24.850203,131,2020-11-22 15:39:35.671468,132.0,tom mb,
3680,u7x,tom mb,left,104,2020-11-22 15:39:24.989366,132,2020-11-22 15:39:35.671468,133.0,tom mb,
3681,dgy,tom mb,left,105,2020-11-22 15:39:25.051802,133,2020-11-22 15:39:35.671468,134.0,tom mb,
3682,fam,tom mb,left,106,2020-11-22 15:39:25.161184,134,2020-11-22 15:39:35.671468,135.0,tom mb,
3683,7yz,tom mb,left,107,2020-11-22 15:39:25.319254,135,2020-11-22 15:39:35.671468,136.0,tom mb,
3684,sv5,tom mb,left,108,2020-11-22 15:39:25.458097,136,2020-11-22 15:39:35.671468,,,
3685,ntq,ronald,left,61,2020-11-22 15:39:30.668891,36,2020-11-22 15:39:35.672466,,,
3686,sja,ronald,left,62,2020-11-22 15:39:30.701764,36,2020-11-22 15:39:35.672466,,,
3687,hyc,ronald,left,63,2020-11-22 15:39:30.824000,36,2020-11-22 15:39:35.672466,,,
3688,ksz,ronald,left,64,2020-11-22 15:39:31.075293,36,2020-11-22 15:39:35.672466,,,
3689,hjf,ronald,left,65,2020-11-22 15:39:31.107168,36,2020-11-22 15:39:35.672466,,,
3690,xmd,ronald,left,66,2020-11-22 15:39:31.107168,36,2020-11-22 15:39:35.672466,359.0,uni way,
3691,xjh,uni way,left,211,2020-11-22 15:39:17.038996,354,2020-11-22 15:39:35.877467,355.0,uni way,
3692,9q2,uni way,left,212,2020-11-22 15:39:17.039992,355,2020-11-22 15:39:35.877467,356.0,uni way,
3693,9qv,uni way,left,213,2020-11-22 15:39:17.039992,356,2020-11-22 15:39:35.877467,357.0,uni way,
3694,0ej,uni way,left,214,2020-11-22 15:39:17.115566,357,2020-11-22 15:39:35.877467,,,
3695,3y0,uni way,left,215,2020-11-22 15:39:17.131468,357,2020-11-22 15:39:35.877467,358.0,uni way,
3696,4kw,uni way,left,216,2020-11-22 15:39:17.210497,358,2020-11-22 15:39:35.877467,,,
3697,fh9,uni way,right,109,2020-11-22 15:39:27.536554,115,2020-11-22 15:39:35.878470,,,
3698,d58,uni way,right,110,2020-11-22 15:39:27.613998,115,2020-11-22 15:39:35.878470,292.0,moi av,
3699,gxc,uni way,right,105,2020-11-22 15:39:27.707742,115,2020-11-22 15:39:35.878470,,,
3700,br4,uni way,right,106,2020-11-22 15:39:27.707742,115,2020-11-22 15:39:35.878470,293.0,moi av,
3701,edj,uni way,right,107,2020-11-22 15:39:27.707742,115,2020-11-22 15:39:35.878470,,,
3702,88g,uni way,right,108,2020-11-22 15:39:27.707742,115,2020-11-22 15:39:35.878470,,,
3703,amb,tom mb,left,103,2020-11-22 15:39:25.585477,130,2020-11-22 15:39:35.878470,131.0,tom mb,
3704,4na,tom mb,left,104,2020-11-22 15:39:25.585477,131,2020-11-22 15:39:35.878470,,,
3705,fhh,tom mb,left,105,2020-11-22 15:39:25.585477,131,2020-11-22 15:39:35.878470,,,
3706,pl3,tom mb,left,106,2020-11-22 15:39:25.585477,131,2020-11-22 15:39:35.878470,,,
3707,7dv,tom mb,left,107,2020-11-22 15:39:25.741444,131,2020-11-22 15:39:35.878470,,,
3708,7rz,tom mb,left,102,2020-11-22 15:39:25.791479,131,2020-11-22 15:39:35.878470,,,
3709,fww,ronald,left,67,2020-11-22 15:39:31.199569,30,2020-11-22 15:39:35.878470,,,
3710,efn,ronald,left,68,2020-11-22 15:39:31.309890,30,2020-11-22 15:39:35.878470,359.0,uni way,
3711,5za,ronald,left,69,2020-11-22 15:39:31.309890,30,2020-11-22 15:39:35.878470,,,
3712,y4b,ronald,left,70,2020-11-22 15:39:31.325340,30,2020-11-22 15:39:35.878470,360.0,uni way,
3713,v2u,ronald,left,71,2020-11-22 15:39:31.403057,30,2020-11-22 15:39:35.878470,361.0,uni way,
3714,t95,ronald,left,72,2020-11-22 15:39:31.450398,30,2020-11-22 15:39:35.878470,362.0,uni way,
3715,zzx,uni way,left,217,2020-11-22 15:39:17.242804,357,2020-11-22 15:39:36.083468,,,
3716,af5,uni way,left,218,2020-11-22 15:39:17.242804,357,2020-11-22 15:39:36.083468,,,
3717,pv0,uni way,left,219,2020-11-22 15:39:17.448246,357,2020-11-22 15:39:36.083468,358.0,uni way,
3718,lmy,uni way,left,220,2020-11-22 15:39:17.448246,358,2020-11-22 15:39:36.083468,359.0,uni way,
3719,40k,uni way,left,221,2020-11-22 15:39:17.448246,359,2020-11-22 15:39:36.083468,360.0,uni way,
3720,2w2,uni way,left,222,2020-11-22 15:39:17.932105,360,2020-11-22 15:39:36.083468,,,
3721,ka5,uni way,right,109,2020-11-22 15:39:27.737812,111,2020-11-22 15:39:36.083468,294.0,moi av,
3722,gex,uni way,right,110,2020-11-22 15:39:27.800865,111,2020-11-22 15:39:36.083468,,,
3723,b4r,uni way,right,105,2020-11-22 15:39:27.970947,111,2020-11-22 15:39:36.083468,,,
3724,yr2,uni way,right,106,2020-11-22 15:39:28.018451,111,2020-11-22 15:39:36.083468,,,
3725,wmc,uni way,right,107,2020-11-22 15:39:28.048535,111,2020-11-22 15:39:36.083468,,,
3726,hjh,uni way,right,102,2020-11-22 15:39:28.249506,111,2020-11-22 15:39:36.083468,,,
3727,3rb,tom mb,left,103,2020-11-22 15:39:25.821316,125,2020-11-22 15:39:36.084469,,,
3728,k00,tom mb,left,104,2020-11-22 15:39:25.959099,125,2020-11-22 15:39:36.084469,,,
3729,cmn,tom mb,left,99,2020-11-22 15:39:26.007375,125,2020-11-22 15:39:36.084469,126.0,tom mb,
3730,yau,tom mb,left,100,2020-11-22 15:39:26.007375,126,2020-11-22 15:39:36.084469,,,
3731,cvf,tom mb,left,101,2020-11-22 15:39:26.007375,126,2020-11-22 15:39:36.084469,,,
3732,4xb,tom mb,left,102,2020-11-22 15:39:26.007375,126,2020-11-22 15:39:36.084469,,,
3733,b4f,ronald,left,73,2020-11-22 15:39:31.480928,24,2020-11-22 15:39:36.084469,,,
3734,zan,ronald,left,74,2020-11-22 15:39:31.513439,24,2020-11-22 15:39:36.084469,361.0,uni way,
3735,jn0,ronald,left,69,2020-11-22 15:39:31.557906,24,2020-11-22 15:39:36.084469,,,
3736,utv,ronald,left,70,2020-11-22 15:39:31.573694,24,2020-11-22 15:39:36.084469,362.0,uni way,
3737,j4a,ronald,left,65,2020-11-22 15:39:31.742876,24,2020-11-22 15:39:36.084469,363.0,uni way,
3738,fbd,ronald,left,66,2020-11-22 15:39:31.820774,24,2020-11-22 15:39:36.084469,,,
